ts	stub_class	referenced_by
2026-08-08T04:00:00.000000+00:00	AbstractBaseDBTraceCodeUnitsView	AbstractSingleDBTraceCodeUnitsView
2026-08-08T03:59:16.976766+00:00	AbstractBaseDBTraceDefinedUnitsView	DBTraceDefinedUnitsView
2026-08-08T04:44:35.792999+00:00	DBTraceSettingsEntry	DBTraceDataSettingsOperations
2026-08-08T04:49:08.204185+00:00	DBTraceCodeUnitAdapter	DBTraceDataAdapter
2026-08-08T04:49:08.205010+00:00	DataAdapterFromDataType	DBTraceDataAdapter
2026-08-08T05:48:42.684975+00:00	DBTraceDefinedDataAdapter	DBTraceData
2026-08-08T06:00:00.000000+00:00	AbstractBaseDBTraceCodeUnitsView	AbstractBaseDBTraceCodeUnitsMemoryView
2026-08-08T06:00:00.000000+00:00	DBTraceCodeManager	AbstractBaseDBTraceCodeUnitsMemoryView
2026-08-08T06:00:00.000000+00:00	DBTraceUtils	AbstractBaseDBTraceCodeUnitsMemoryView
2026-08-08T06:28:19+00:00	DBTraceSymbolManager	DBTraceNamespaceSymbol
2026-08-08T07:00:00+00:00	DBTraceOverlaySpaceAdapter	AbstractDBTraceSymbol
2026-08-08T07:00:00+00:00	DBTraceProgramView	AbstractDBTraceSymbol
2026-08-08T08:15:00+00:00	DBTrace	AbstractDBTraceCodeUnit
2026-08-08T09:00:00+00:00	DBTraceCodeUnitsView	DBTraceCodeSpace
2026-08-08T09:00:00+00:00	DBTraceDataView	DBTraceCodeSpace
2026-08-08T09:00:00+00:00	DBTraceInstructionsView	DBTraceCodeSpace
2026-08-08T09:00:00+00:00	DBTraceDefinedDataView	DBTraceCodeSpace
2026-08-08T09:00:00+00:00	DBTraceUndefinedDataView	DBTraceCodeSpace
2026-08-08T10:00:00+00:00	TraceRegisterUtils	InternalTraceMemoryOperations
2026-08-08T10:00:00+00:00	RegisterValue	InternalTraceMemoryOperations
2026-08-08T11:00:00+00:00	DBTraceMemorySpace	DBTraceMemoryManager
2026-08-08T11:00:00+00:00	DBTrace	DBTraceMemoryManager
2026-08-08T11:00:00+00:00	DBTraceObjectManager	DBTraceMemoryManager
2026-08-08T11:00:00+00:00	DBTraceOverlaySpaceAdapter	DBTraceMemoryManager
2026-08-08T12:00:00+00:00	DBTraceRegisterContextSpace	DBTraceRegisterContextManager
2026-08-08T09:54:28+00:00	AbstractDBTracePropertyMap	DBTraceAddressPropertyManager
2026-08-08T13:45:28.282602+00:00	Emulate	OpBehaviorOther
2026-08-09T01:50:16.581223+00:00	Emulate	BreakTable
2026-08-09T01:50:16.581343+00:00	PcodeOpRaw	BreakTable
2026-08-09T02:51:08.910114+00:00	FixedSleighPcodeUseropDefinition	AbstractSleighPcodeUseropDefinition
2026-08-09T02:51:08.910349+00:00	OverloadedSleighPcodeUseropDefinition	AbstractSleighPcodeUseropDefinition
2026-08-09T03:02:53.728677+00:00	ValueLocation	LocationPcodeArithmetic
2026-08-08T23:28:25.000000+00:00	PseudoInstruction	InstructionDecoder
2026-08-08T23:28:25.000000+00:00	RegisterValue	InstructionDecoder
2026-08-09T05:10:00.000000+00:00	ComposedPcodeUseropLibrary	PcodeUseropLibrary
2026-08-09T06:00:00.000000+00:00	Emulate	EmulateInstructionStateModifier
2026-08-09T06:00:00.000000+00:00	RegisterValue	EmulateInstructionStateModifier
2026-08-09T05:55:29.611198+00:00	BytesPcodeArithmetic	AbstractBytesPcodeExecutorStatePiece
2026-08-09T06:31:24.372319+00:00	SparseAddressRangeMap	AbstractPcodeMachine
2026-08-09T06:31:24.372319+00:00	InterruptPcodeExecutionException	AbstractPcodeMachine
2026-08-09T06:31:24.372319+00:00	SleighProgramCompiler	AbstractPcodeMachine
2026-08-09T07:08:33+00:00	BytesPcodeExecutorState	PcodeEmulator
2026-08-09T07:36:04.698689870+00:00	FilteredMemoryState	Emulator
2026-08-09T07:36:04.698689870+00:00	MemoryAccessFilter	Emulator
2026-08-09T07:49:53.310315+00:00	StepKind	Stepper
2026-08-09T09:00:00.000000+00:00	PatchStep	Step
2026-08-09T09:00:00.000000+00:00	SkipStep	Step
2026-08-09T09:00:00.000000+00:00	TickStep	Step
2026-08-09T09:30:00+00:00	DBTraceSnapshot	DBTraceTimeManager
2026-08-09T09:30:00+00:00	DBTraceThreadManager	DBTraceTimeManager
2026-08-09T09:30:00+00:00	TimeRadixKind	DBTraceTimeManager
2026-08-09T09:30:00+00:00	TraceSchedule	DBTraceTimeManager
2026-08-09T09:30:00+00:00	TimeRadix	DBTraceTimeManager
2026-08-09T09:30:00+00:00	DBTrace	DBTraceTimeManager
2026-08-09T09:30:00+00:00	DBTraceObject	DBTraceTimeManager
2026-08-09T09:30:00+00:00	DBTraceObjectManager	DBTraceTimeManager
2026-08-10T01:25:52.544954+00:00	DefaultPcodeTraceThreadAccess	PcodeTraceAccess
2026-08-10T01:25:52.545120+00:00	PcodeTraceMemoryAccess	PcodeTraceAccess
2026-08-10T01:48:05.270314+00:00	PcodeTraceMemoryAccess	PcodeDebuggerMemoryAccess
2026-08-10T02:08:05.373048+00:00	PcodeOpRaw	BreakTableCallBack
2026-08-09T00:00:00.000000+00:00	PcodeInjectLibrary(grown)	PcodeProgram
2026-08-10T03:15:00.000000+00:00	SemisparseByteArray	BytesPcodeExecutorStateSpace
2026-08-10T04:31:06.962065+00:00	SuspendedPcodeExecutionException	DefaultPcodeThread
2026-08-10T04:31:06.962065+00:00	InjectionErrorPcodeExecutionException	DefaultPcodeThread
2026-08-10T04:31:06.962065+00:00	ProgramContextImpl	DefaultPcodeThread
2026-08-10T04:31:06.962065+00:00	RegisterValue	DefaultPcodeThread
2026-08-10T06:32:27.436344+00:00	TraceEvent	TypedEventDispatcher
2026-08-10T07:42:31.608240+00:00	LogicalBreakpoint	LogicalBreakpointsChangeListener
2026-08-10T08:12:00.000000+00:00	LogicalBreakpoint	DebuggerLogicalBreakpointService
2026-08-10T08:12:00.000000+00:00	LogicalBreakpointState	DebuggerLogicalBreakpointService
2026-08-10T08:12:00.000000+00:00	LogicalBreakpointMode	DebuggerLogicalBreakpointService
2026-08-10T08:12:00.000000+00:00	LogicalBreakpointConsistency	DebuggerLogicalBreakpointService
2026-08-10T12:00:00.000000+00:00	ListingActionContext	DataService
2026-08-10T08:18:22.801407+00:00	DataTypeReference	DataTypeReferenceFinder
2026-08-10T08:18:22.801657+00:00	FieldMatcher	DataTypeReferenceFinder
2026-08-10T08:24:21.297941+00:00	FieldMouseHandler	FieldMouseHandlerService
2026-08-10T10:00:00.000000+00:00	ListingOverviewProvider	ListingOverviewProviderService
2026-08-10T13:00:00.000000+00:00	StringValidatorQuery	StringValidatorService
2026-08-10T13:00:00.000000+00:00	PluginTool	StringValidatorService
2026-08-10T09:10:35.538706+00:00	LocationMemento	NavigationHistoryService
2026-08-10T09:11:48.502550+00:00	Layout	ListingModel
2026-08-10T09:18:02.614191+00:00	FieldFactory	ListingField
2026-08-10T09:18:02.614377+00:00	ProxyObj	ListingField
2026-08-10T09:18:02.614976+00:00	Field	ListingField
2026-08-10T09:18:02.615347+00:00	FieldLocation	ListingField
2026-08-10T09:25:00.000000+00:00	Highlight	ListingHighlightProvider
2026-08-10T09:25:00.000001+00:00	Color	ListingHighlightProvider
2026-08-10T14:00:00.000000+00:00	AttributedString	AnnotatedStringHandler
2026-08-10T14:00:00.000001+00:00	Navigatable	AnnotatedStringHandler
2026-08-10T15:00:00.000000+00:00	AttributedString	AddressAnnotatedStringHandler
2026-08-10T15:00:00.000001+00:00	Navigatable	AddressAnnotatedStringHandler
2026-08-10T15:00:00.000002+00:00	Color	AddressAnnotatedStringHandler
2026-08-10T15:00:00.000003+00:00	FontMetrics	AddressAnnotatedStringHandler
2026-08-10T15:00:00.000004+00:00	GoToOverrideService	AddressAnnotatedStringHandler
2026-08-10T09:49:57.739324+00:00	FieldFormatModel	FormatModelListener
2026-08-10T09:54:26.397220+00:00	ClangFunction	ClangTokenGroup
2026-08-11T01:06:52.190956+00:00	BlockSignature	DebugSignature
2026-08-11T01:06:52.191105+00:00	CopySignature	DebugSignature
2026-08-11T01:06:52.191244+00:00	VarnodeSignature	DebugSignature
2026-08-11T01:18:47.337577+00:00	CTokenHighlightMatcher	DecompilerHighlighter
2026-08-11T02:00:00.000000+00:00	DecompileResults	DecompilerLocation
2026-08-11T02:00:00.000001+00:00	HighFunction	DecompileResults
2026-08-11T02:00:00.000002+00:00	HighParamID	DecompileResults
2026-08-11T03:00:00.000000+00:00	DecompilerPanel	DecompilerMarginService
2026-08-11T03:00:00.000001+00:00	DecompilerMarginProvider	DecompilerMarginService
2026-08-11T04:00:00.000001+00:00	DecompilerUtils	PrettyPrinter
2026-08-11T06:00:00.000000+00:00	VTAssociation	VTAssociationManager
2026-08-11T06:00:00.000001+00:00	VTAssociation	AssociationHook
2026-08-11T06:00:00.000002+00:00	VTMarkupItem	AssociationHook
2026-08-11T02:24:27.086920+00:00	VTAssociation	VTSession
2026-08-11T02:24:27.087513+00:00	VTMatch	VTSession
2026-08-11T02:24:27.087777+00:00	VTMatchSet	VTSession
2026-08-11T02:24:27.088415+00:00	VTProgramCorrelator	VTSession
2026-08-11T06:15:00.000000+00:00	VTMatchInfo	VTMatchSet
2026-08-11T03:00:15.274089+00:00	VTOptions	VTProgramCorrelatorFactory
2026-08-10T00:00:00.000000+00:00	VTMatchTagDBAdapterV0	VTMatchTagDBAdapter
2026-08-10T00:00:00.000000+00:00	VTMatchInfo	VTMatchTableDBAdapter
2026-08-10T00:00:00.000000+00:00	VTMatchTagDB	VTMatchTableDBAdapter
2026-08-10T00:00:00.000000+00:00	VTMatchTableDBAdapterV0	VTMatchTableDBAdapter
2026-08-10T00:00:00.000000+00:00	VTMatchSetTableDBAdapterV0	VTMatchSetTableDBAdapter
2026-08-10T00:00:00.000000+00:00	VTAddressCorrelationAdapterV0	VTAddressCorrelatorAdapter
2026-08-10T00:00:00.000000+00:00	VTAssociationTableDBAdapterV0	VTAssociationTableDBAdapter
2026-08-11T04:00:00.000000+00:00	CheckoutDialog	VTSessionFileUtil
2026-08-11T04:15:00.000000+00:00	EolCommentMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:01.000000+00:00	FunctionNameMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:02.000000+00:00	FunctionSignatureMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:03.000000+00:00	LabelMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:04.000000+00:00	PlateCommentMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:05.000000+00:00	PostCommentMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:06.000000+00:00	PreCommentMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:07.000000+00:00	RepeatableCommentMarkupType	VTMarkupTypeFactory
2026-08-11T04:15:08.000000+00:00	DataTypeMarkupType	VTMarkupTypeFactory
2026-08-11T00:00:00.000000+00:00	VTSessionDB	AssociationDatabaseManager
2026-08-11T00:00:00.000000+00:00	VTAssociationStatusException	AssociationDatabaseManager
2026-08-11T05:28:22.539461+00:00	MarkupItemStorageImpl	MarkupItemImpl
2026-08-11T06:11:40.231983+00:00	VTAssociation	VTMarkupItem
2026-08-11T06:11:40.463116+00:00	VTMarkupItemConsideredStatus	VTMarkupItem
2026-08-11T06:11:40.465881+00:00	Stringable	VTMarkupItem
2026-08-11T06:11:40.466803+00:00	ToolOptions	VTMarkupItem
2026-08-11T06:22:40.311562+00:00	VTAssociationStatusException	VTAssociation
2026-08-11T06:45:42.918367+00:00	Scope	SubScope
2026-08-11T07:11:01.949026+00:00	ChildScope	RootScope
2026-08-11T07:23:21.289031+00:00	MthDesc	Emitter
2026-08-11T07:23:21.289031+00:00	MthParam	Emitter
2026-08-11T07:23:21.289031+00:00	Def	Emitter
2026-08-11T07:23:21.289031+00:00	ObjDef	Emitter
2026-08-11T07:37:00.385784+00:00	Target	DebuggerCoordinates
2026-08-11T08:31:13.374333+00:00	MiniDFState	JitCallOtherOpIf
2026-08-11T09:50:00.600000+00:00	JitInputVar	JitPhiOp
2026-08-11T10:00:00.000000+00:00	JitOp::accept	JitOpVisitor
2026-08-11T10:00:00.100000+00:00	JitVal::accept_val	JitOpVisitor
2026-08-11T10:00:00.200000+00:00	JitVar::accept_var	JitOpVisitor
2026-08-11T10:00:00.300000+00:00	JitStoreOp	JitOpVisitor
2026-08-11T10:00:00.400000+00:00	JitLoadOp	JitOpVisitor
2026-08-11T10:00:00.500000+00:00	JitCallOtherOp	JitOpVisitor
2026-08-11T10:00:00.600000+00:00	JitCallOtherDefOp	JitOpVisitor
2026-08-11T10:00:00.700000+00:00	JitCallOtherMissingOp	JitOpVisitor
2026-08-11T10:00:00.800000+00:00	JitCatenateOp	JitOpVisitor
2026-08-11T10:00:00.900000+00:00	JitSynthSubPieceOp	JitOpVisitor
2026-08-11T10:00:01.000000+00:00	JitBranchOp	JitOpVisitor
2026-08-11T10:00:01.100000+00:00	JitCBranchOp	JitOpVisitor
2026-08-11T10:00:01.200000+00:00	JitBranchIndOp	JitOpVisitor
2026-08-11T10:00:01.300000+00:00	JitUnimplementedOp	JitOpVisitor
2026-08-11T10:00:01.400000+00:00	JitNopOp	JitOpVisitor
2026-08-11T10:00:01.500000+00:00	JitConstVal	JitOpVisitor
2026-08-12T03:40:49.477678+00:00	JitConstVal::size,value	JitVal
2026-08-11T10:00:01.600000+00:00	JitFailVal	JitOpVisitor
2026-08-11T10:00:01.700000+00:00	JitMissingVar	JitOpVisitor
2026-08-11T10:00:01.800000+00:00	JitIndirectMemoryVar	JitOpVisitor
2026-08-11T12:00:00.000000+00:00	NumericUtilities	DebuggerPcodeUtils
2026-08-11T12:00:00.100000+00:00	TraceMemoryStatePcodeArithmetic	DebuggerPcodeUtils
2026-08-11T12:00:00.200000+00:00	AddressesReadPcodeArithmetic	DebuggerPcodeUtils
2026-08-11T12:00:00.300000+00:00	ValueLocation	DebuggerPcodeUtils
2026-08-11T12:00:00.400000+00:00	BytesPcodeArithmetic	DebuggerPcodeUtils
2026-08-12T02:00:00.000000+00:00	JitStoreOp	JitOpUpwardVisitor
2026-08-12T02:00:00.100000+00:00	JitLoadOp	JitOpUpwardVisitor
2026-08-12T02:00:00.200000+00:00	JitCallOtherOp	JitOpUpwardVisitor
2026-08-12T02:00:00.300000+00:00	JitCallOtherDefOp	JitOpUpwardVisitor
2026-08-12T02:00:00.400000+00:00	JitCatenateOp	JitOpUpwardVisitor
2026-08-12T02:00:00.500000+00:00	JitSynthSubPieceOp	JitOpUpwardVisitor
2026-08-12T02:00:00.600000+00:00	JitCBranchOp	JitOpUpwardVisitor
2026-08-12T02:00:00.700000+00:00	JitBranchIndOp	JitOpUpwardVisitor
2026-08-12T02:00:00.800000+00:00	JitCodeGenerator	InstanceFieldReq
2026-08-12T02:00:00.900000+00:00	JitCompiledPassage	InstanceFieldReq
2026-08-12T03:00:00.100000+00:00	Opnd	MpAccessGen
2026-08-12T03:00:00.200000+00:00	OpndEm	MpAccessGen
2026-08-12T03:00:00.300000+00:00	Ext	MpAccessGen
2026-08-12T04:00:00.000000+00:00	FieldForArrDirect	IntAccessGen
2026-08-11T00:00:00.000000+00:00	FloatAccessGen	AccessGen
2026-08-11T00:00:00.100000+00:00	DoubleAccessGen	AccessGen
2026-08-11T00:00:00.200000+00:00	MpIntAccessGen	AccessGen
2026-08-12T05:00:00.100000+00:00	JitAnalysisContext	MemoryVarGen
2026-08-12T05:00:00.300000+00:00	StubMpOpnd	MemoryVarGen
2026-08-12T05:00:00.400000+00:00	JitCodeGenerator	MemoryVarGen
2026-08-12T05:00:00.500000+00:00	MpIntAccessGen	MemoryVarGen
2026-08-12T05:20:00.000000+00:00	OpGen	BinOpGen
2026-08-12T05:30:00.000000+00:00	JitAllocationModel	LocalVarGen
2026-08-12T05:40:00.000000+00:00	JitInputVar	InputVarGen
2026-08-12T05:50:00.000000+00:00	JitLocalOutVar	LocalOutVarGen
2026-08-12T03:35:03.646518+00:00	JitMemoryOutVar	MemoryOutVarGen
2026-08-12T05:40:00.000000+00:00	JitDataFlowModel	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	OpBehaviorSubpiece	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	jit_op_un_op	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	jit_op_bin_op	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitSynthSubPieceOp	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitCatenateOp	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitStoreOp	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitLoadOp	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitLocalOutVar	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitMemoryOutVar	JitDataFlowArithmetic
2026-08-12T05:40:00.000000+00:00	JitVal	JitDataFlowArithmetic
2026-08-12T06:00:00.000000+00:00	JitAnalysisContext	JitDataFlowBlockAnalyzer
2026-08-12T06:00:00.000000+00:00	JitDataFlowModel	JitDataFlowBlockAnalyzer
2026-08-12T06:00:00.000000+00:00	JitDataFlowState	JitDataFlowBlockAnalyzer
2026-08-12T06:00:00.000000+00:00	JitDataFlowUseropLibrary	JitDataFlowBlockAnalyzer
2026-08-12T06:00:00.000000+00:00	JitDataFlowExecutor	JitDataFlowBlockAnalyzer
2026-08-12T06:00:00.000000+00:00	JitMissingVar	JitDataFlowBlockAnalyzer
2026-08-12T07:00:00.000000+00:00	JitDataFlowModel	JitVarScopeModel
2026-08-12T08:00:00.000000+00:00	ValGen	SubMemoryVarGen
2026-08-12T08:00:00.000000+00:00	JitCodeGenerator	SubMemoryVarGen
2026-08-12T09:00:00.000000+00:00	MpToStackConv	SubVarHandler
2026-08-12T10:00:00.000000+00:00	MpIntLocalOpnd	AlignedMpIntHandler
2026-08-12T10:00:00.000000+00:00	IntVarAlloc	AlignedMpIntHandler
2026-08-12T10:00:00.000000+00:00	IntInIntHandler	AlignedMpIntHandler
2026-08-12T10:00:00.000000+00:00	ShiftedMpIntHandler	AlignedMpIntHandler
2026-08-12T11:00:00.000000+00:00	JitCodeGenerator	IntBitwiseBinOpGen
2026-08-12T12:00:00.000000+00:00	JitCodeGenerator	IntOpUnOpGen
2026-08-12T12:00:00.000000+00:00	Scope	IntOpUnOpGen
2026-08-12T07:09:07.265814+00:00	IntZExtOpGen	CopyOpGen
2026-08-12T07:09:07.266008+00:00	JitCopyOp	CopyOpGen
2026-08-12T08:02:41.227524+00:00	JitCodeGenerator	IntShiftBinOpGen
2026-08-12T09:32:41.713885+00:00	JitDataFlowModel	JitTypeModel
2026-08-12T09:32:41.713885+00:00	JitOp	JitTypeModel
2026-08-12T10:08:50.449345+00:00	DecodePcodeExecutionException	JitPassageDecoder
2026-08-12T10:08:50.449345+00:00	JitPassage	JitPassageDecoder
2026-08-12T10:08:50.449345+00:00	DecoderForOnePassage	JitPassageDecoder
2026-08-12T10:08:50.449345+00:00	RegisterValue	JitPassageDecoder
2026-08-13T01:15:04.853356+00:00	Reachability	DecoderForOneStride
2026-08-13T01:15:04.853356+00:00	RExtBranch	DecoderForOneStride
2026-08-13T01:15:04.853356+00:00	DecodedStride	DecoderForOneStride
2026-08-13T01:36:15.038109+00:00	SBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	SExtBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	SIntBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	RIntBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	SIndBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	RIndBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	ErrBranch	DecoderExecutor
2026-08-13T01:36:15.038109+00:00	PBranch	DecoderExecutor
2026-08-13T02:20:00.000000+00:00	EntryPointPrototype	JitCompiledPassageClass
2026-08-13T02:24:22.568584+00:00	JitConfiguration	JitPcodeEmulator
2026-08-13T02:24:22.568691+00:00	JitDefaultBytesPcodeExecutorState	JitPcodeEmulator
2026-08-13T02:24:22.568800+00:00	MethodTooLargeException	JitPcodeEmulator
2026-08-13T03:10:00.000000+00:00	JitPassage	JitControlFlowModel
2026-08-12T00:00:00.000000+00:00	MethodVisitor	Misc
2026-08-12T00:00:00+00:00	EntryPoint	JitPcodeThread
2026-08-12T00:00:00+00:00	JitThreadBytesPcodeExecutorState	JitPcodeThread
2026-08-13T04:30:00.000000+00:00	JitPassage	JitAnalysisContext
2026-08-13T05:11:09.974899+00:00	TableRowMapper	ProgramLocationTableRowMapper
2026-08-13T05:11:09.974899+00:00	DynamicTableColumn	ProgramLocationTableRowMapper
2026-08-13T05:11:09.974899+00:00	MappedProgramLocationTableColumn	ProgramLocationTableRowMapper
2026-08-13T05:27:58.359525+00:00	DemangledTemplate	DemangledType
2026-08-13T05:27:58.359525+00:00	DemanglerUtil	DemangledType
2026-08-13T05:45:45.066188+00:00	NamespaceUtils	DemangledObject
2026-08-13T12:00:00.000000+00:00	VectorCompare	LSHVector
2026-08-13T05:53:59.926474+00:00	NTHeader	PeMarkupable
2026-08-13T05:53:59.926781+00:00	MessageLog	PeMarkupable
2026-08-13T06:01:48.424060+00:00	SegmentRelocation	Segment
2026-08-13T00:00:00.000000+00:00	EntryPoint	EntryTableBundle
2026-08-13T06:13:18.847704+00:00	Resource	ResourceTable
2026-08-13T06:13:18.848545+00:00	ResourceType	ResourceTable
2026-08-13T06:20:46.841129+00:00	EntryTable	WindowsHeader
2026-08-13T06:20:46.842285+00:00	InformationBlock	WindowsHeader
2026-08-13T06:20:46.844863+00:00	SegmentTable	WindowsHeader
2026-08-13T07:00:00.000000+00:00	RichHeaderUtils	CompId
2026-08-13T07:00:00.100000+00:00	RichProduct	CompId
2026-08-13T07:10:00.100000+00:00	RichHeaderRecord	RichTable
2026-08-13T07:10:00.200000+00:00	PERichTableDataType	RichTable
2026-08-13T07:04:16.713411+00:00	NewGuid	GuidUtil
2026-08-13T07:05:54.910955+00:00	PdbInfoCodeView	PdbInfo
2026-08-13T07:05:54.911201+00:00	PdbInfoDotNet	PdbInfo
2026-08-13T07:20:00.000000+00:00	PEx64UnwindInfoDataType	PEx64UnwindInfo
2026-08-13T07:20:00.100000+00:00	ImageRuntimeFunctionEntryX86	PEx64UnwindInfo
2026-08-13T07:27:41.921271+00:00	MessageLog	SourceLanguageDataArchive
2026-08-13T07:58:49.859211+00:00	DataTypeLocationDescriptor	GenericDataTypeLocationDescriptor
2026-08-13T07:58:49.859370+00:00	GenericDataTypeProgramLocation	GenericDataTypeLocationDescriptor
2026-08-13T07:58:49.860962+00:00	ReferenceUtils	GenericDataTypeLocationDescriptor
2026-08-13T08:14:16.597957+00:00	AbstractProgramBasedDynamicTableColumn	AbstractProgramLocationTableColumn
2026-08-13T08:19:01.563148+00:00	Option	OptionListener
2026-08-13T08:46:27.043624+00:00	MemoryByteProvider	ElfInfoItem
2026-08-13T08:47:45.517380+00:00	ElfHeader	ElfSymbol
2026-08-13T08:47:45.518061+00:00	ElfSectionHeader	ElfSymbol
2026-08-13T08:47:45.518262+00:00	ElfStringTable	ElfSymbol
2026-08-13T08:47:45.518672+00:00	ElfSymbolTable	ElfSymbol
2026-08-13T09:08:55.722518+00:00	ElfRelocation	ElfRelocationContext
2026-08-13T09:08:55.722519+00:00	ElfRelocationTable	ElfRelocationContext
2026-08-13T09:08:55.722520+00:00	ElfRelocationHandler	ElfRelocationContext
2026-08-13T09:10:14.379491+00:00	ElfSymbolNameUtils	AbstractElfRelocationHandler
2026-08-13T09:10:14.379491+00:00	ElfRelocationHandler	AbstractElfRelocationHandler
2026-08-13T09:25:12.000000+00:00	ElfProgramHeader	ElfLoadAdapter
2026-08-13T09:25:12.000000+00:00	ElfDynamicType	ElfLoadAdapter
2026-08-13T09:25:12.000000+00:00	ElfProgramHeaderType	ElfLoadAdapter
2026-08-13T09:25:12.000000+00:00	ElfSectionHeaderType	ElfLoadAdapter
2026-08-13T09:25:12.000000+00:00	ElfDefaultGotPltMarkup	ElfLoadAdapter
2026-08-13T09:25:12.000000+00:00	ElfLoaderOptionsFactory	ElfLoadAdapter
2026-08-13T09:25:12.000000+00:00	Option	ElfLoadAdapter
2026-08-13T09:57:08.000000+00:00	OptionUtils	ElfLoaderOptionsFactory
2026-08-13T09:57:08.000000+00:00	LoadSpec	ElfLoaderOptionsFactory
2026-08-13T09:57:08.000000+00:00	ElfHeader	ElfLoaderOptionsFactory
2026-08-13T09:57:08.000000+00:00	Option	ElfLoaderOptionsFactory
2026-08-13T21:20:41.494437+00:00	NTHeader	DebugCOFFSymbolTable
2026-08-13T21:20:41.495078+00:00	DebugCOFFSymbol	DebugCOFFSymbolTable
2026-08-13T21:20:41.495359+00:00	DebugDirectory	DebugCOFFSymbolsHeader
2026-08-13T21:20:41.495640+00:00	DebugCOFFSymbolAux	DebugCOFFSymbol
2026-08-13T21:20:41.495921+00:00	DebugCOFFLineNumber	DebugCOFFSymbolsHeader
2026-08-14T01:44:15.272197+00:00	CoffFileHeader	CoffRelocationHandler
2026-08-14T01:44:15.272363+00:00	CoffRelocation	CoffRelocationHandler
2026-08-14T02:12:32.79433469+00:00	QueryOpinionServiceHandler	QueryOpinionService
2026-08-14T02:12:32.79433469+00:00	QueryResult	QueryOpinionService
2026-08-14T02:34:47.025042+00:00	XmlMessageLog	DecompileDebugFormatManager
2026-08-14T02:34:47.025042+00:00	DecompileDebugProgramInfo	DecompileDebugFormatManager
2026-08-14T02:34:47.025042+00:00	DecompileDebugDataTypeManager	DecompileDebugFormatManager
2026-08-14T02:34:47.025042+00:00	DecompileDebugFunctionManager	DecompileDebugFormatManager
2026-08-14T02:34:47.025042+00:00	DecompileDebugByteManager	DecompileDebugFormatManager
2026-08-14T03:16:44.319315113+00:00	ProgramByteSource	ProgramMemorySearcher
2026-08-14T03:16:44.319315113+00:00	AddressableByteSequence	ProgramMemorySearcher
2026-08-14T03:43:03.088148+00:00	StringSearchFormat	SearchFormat
2026-08-14T03:43:03.087853+00:00	RegExSearchFormat	SearchFormat
2026-08-14T03:43:03.087670+00:00	HexSearchFormat	SearchFormat
2026-08-14T03:43:03.087438+00:00	FloatSearchFormat	SearchFormat
2026-08-14T03:43:03.087128+00:00	DecimalSearchFormat	SearchFormat
2026-08-14T03:43:03.086747+00:00	BinarySearchFormat	SearchFormat
2026-08-14T03:43:03.325072+00:00	UserInputByteMatcher	SearchFormat
2026-08-14T03:43:03.088702+00:00	SearchSettings	SearchFormat
2026-08-14T03:52:26.653036+00:00	SearchData	InvalidByteMatcher
2026-08-14T03:52:26.653310+00:00	UserInputByteMatcher	InvalidByteMatcher
2026-08-14T04:00:00.000000+00:00	FoundStringDefinedState	FoundString
2026-08-14T04:00:00.000000+00:00	FoundString	FoundStringCallback
2026-08-14T04:07:22.073932+00:00	Sequence	ByteStreamCharMatcher
2026-08-14T04:07:22.073932+00:00	AbstractStringDataType	Sequence
2026-08-14T04:12:03.518087+00:00	MachHeader	LoadCommand
2026-08-14T04:12:03.518696+00:00	SegmentCommand	LoadCommand
2026-08-14T04:12:03.522556+00:00	FlatProgramAPI	LoadCommand
2026-08-14T04:20:58.087917+00:00	CodeSignatureCodeDirectory	CodeSignatureBlobParser
2026-08-14T04:20:58.088126+00:00	CodeSignatureGenericBlob	CodeSignatureBlobParser
2026-08-14T04:20:58.088347+00:00	CodeSignatureSuperBlob	CodeSignatureBlobParser
2026-08-14T04:20:58.088500+00:00	CodeSignatureBlobIndex	CodeSignatureBlobParser
2026-08-14T04:20:58.088700+00:00	Program	CodeSignatureBlobParser
2026-08-14T05:00:00.000000+00:00	MachHeader	MachoRelocation
